transaction_id,bill_date,store_id,customer_id,product_id,supplier_id,channel,quantity,mrp,discount_pct,discount_amount,sale_price,total_sale_amount,total_cost,gross_profit,gross_margin_pct,payment_mode,is_festive_period,festival_name,return_flag,date_id
TXN00027003,2025-04-21,STR01421,CUS09619,PRD01259,SUP269,Online,1,₹190.00,7.43%,₹14.12,₹175.88,₹175.88,₹123.66,₹52.22,29.69%,Wallet,No,,No,20250421
TXN00027004,2024-09-09,STR01203,CUS00288,PRD01530,SUP038,In-Store,4,₹910.00,37.33%,₹339.70,₹570.30,"₹2,281.20","₹2,938.36",-₹657.16,-28.81%,Cash,No,,No,20240909
TXN00027005,2024-05-09,STR01128,CUS04024,PRD00235,SUP151,In-Store,5,₹190.00,3.71%,₹7.05,₹182.95,₹914.75,₹735.75,₹179.00,19.57%,UPI,No,,No,20240509
TXN00027006,2024-02-22,STR01266,CUS19172,PRD00157,SUP106,In-Store,1,₹39.00,32.78%,₹12.78,₹26.22,₹26.22,₹28.31,-₹2.09,-7.97%,Cash,No,,No,20240222
TXN00027007,2025-06-28,STR01378,CUS10622,PRD00148,SUP065,In-Store,5,₹330.00,1.98%,₹6.53,₹323.47,"₹1,617.35","₹1,137.25",₹480.10,29.68%,Cash,No,,Yes,20250628
TXN00027008,2024-08-06,STR01172,CUS17324,PRD01075,SUP109,Online,3,₹149.00,21.37%,₹31.84,₹117.16,₹351.48,₹348.48,₹3.00,0.85%,UPI,No,,Yes,20240806
TXN00027009,2024-07-26,STR01358,CUS15870,PRD01942,SUP107,In-Store,5,₹64.00,10.37%,₹6.64,₹57.36,₹286.80,₹233.80,₹53.00,18.48%,Cash,No,,No,20240726
TXN00027010,2025-10-21,STR01334,CUS18498,PRD01345,SUP282,App,5,₹390.00,9.51%,₹37.09,₹352.91,"₹1,764.55","₹1,615.95",₹148.60,8.42%,UPI,No,,No,20251021
TXN00027011,2025-05-15,STR01045,CUS05410,PRD01980,SUP198,In-Store,5,₹305.00,18.22%,₹55.57,₹249.43,"₹1,247.15","₹1,274.55",-₹27.40,-2.20%,Wallet,No,,No,20250515
TXN00027012,2024-04-27,STR01195,CUS02960,PRD00832,SUP033,In-Store,4,₹380.00,12.50%,₹47.50,₹332.50,"₹1,330.00","₹1,202.08",₹127.92,9.62%,UPI,No,,No,20240427
TXN00027013,2025-03-18,STR01009,CUS17013,PRD01978,SUP151,In-Store,4,₹205.00,21.09%,₹43.23,₹161.77,₹647.08,₹692.08,-₹45.00,-6.95%,Cash,Yes,Holi,No,20250318
TXN00027014,2025-12-16,STR01338,CUS06594,PRD00029,SUP268,In-Store,4,₹445.00,1.52%,₹6.76,₹438.24,"₹1,752.96","₹1,415.60",₹337.36,19.25%,UPI,No,,No,20251216
TXN00027015,2024-12-13,STR01024,CUS03830,PRD00003,SUP282,Phone-Order,3,₹54.00,11.42%,₹6.17,₹47.83,₹143.49,₹122.85,₹20.64,14.38%,Wallet,No,,No,20241213
TXN00027016,2025-07-15,STR01052,CUS19096,PRD01302,SUP082,In-Store,3,₹74.00,4.18%,₹3.09,₹70.91,₹212.73,₹187.80,₹24.93,11.72%,UPI,No,,No,20250715
TXN00027017,2025-09-21,STR01265,CUS12144,PRD00624,SUP039,In-Store,2,₹70.00,2.55%,₹1.79,₹68.21,₹136.42,₹115.42,₹21.00,15.39%,Debit Card,No,,No,20250921
TXN00027018,2024-07-25,STR01057,CUS00542,PRD01764,SUP005,In-Store,5,₹45.00,16.12%,₹7.25,₹37.75,₹188.75,₹155.55,₹33.20,17.59%,Cash,No,,No,20240725
TXN00027019,2025-08-07,STR01413,CUS11119,PRD00580,SUP055,In-Store,4,₹15.00,0.39%,₹0.06,₹14.94,₹59.76,₹49.44,₹10.32,17.27%,UPI,No,,No,20250807
TXN00027020,2025-02-18,STR01039,CUS05595,PRD01928,SUP057,Phone-Order,3,₹39.00,1.84%,₹0.72,₹38.28,₹114.84,₹99.93,₹14.91,12.98%,Wallet,No,,No,20250218
TXN00027021,2024-12-30,STR01025,CUS03948,PRD00811,SUP254,In-Store,1,₹204.00,4.51%,₹9.20,₹194.80,₹194.80,₹155.16,₹39.64,20.35%,UPI,Yes,Christmas,No,20241230
TXN00027022,2025-08-01,STR01070,CUS00001,PRD01329,SUP076,In-Store,5,₹155.00,12.42%,₹19.25,₹135.75,₹678.75,₹549.75,₹129.00,19.01%,Credit Card,No,,No,20250801
TXN00027023,2025-08-29,STR01134,CUS11512,PRD00935,SUP071,In-Store,1,₹280.00,8.14%,₹22.79,₹257.21,₹257.21,₹231.41,₹25.80,10.03%,Cash,No,,No,20250829
TXN00027024,2025-01-10,STR01297,CUS11147,PRD01529,SUP156,Online,3,₹220.00,14.68%,₹32.30,₹187.70,₹563.10,₹524.19,₹38.91,6.91%,UPI,No,,No,20250110
TXN00027025,2025-12-02,STR01196,CUS12538,PRD01953,SUP077,App,5,₹130.00,15.37%,₹19.98,₹110.02,₹550.10,₹501.05,₹49.05,8.92%,UPI,No,,No,20251202
TXN00027026,2025-05-22,STR01453,CUS19578,PRD00615,SUP208,In-Store,5,₹394.00,9.55%,₹37.63,₹356.37,"₹1,781.85","₹1,640.00",₹141.85,7.96%,Cash,No,,No,20250522
TXN00027027,2024-08-04,STR01291,CUS19367,PRD01686,SUP144,Online,5,₹74.00,4.82%,₹3.57,₹70.43,₹352.15,₹323.00,₹29.15,8.28%,Debit Card,No,,No,20240804
TXN00027028,2025-07-23,STR01065,CUS07672,PRD00339,SUP006,Online,3,₹374.00,8.98%,₹33.59,₹340.41,"₹1,021.23",₹940.50,₹80.73,7.91%,Credit Card,No,,No,20250723
TXN00027029,2024-07-29,STR01371,CUS07259,PRD00849,SUP297,In-Store,2,₹140.00,10.49%,₹14.69,₹125.31,₹250.62,₹224.78,₹25.84,10.31%,Cash,No,,No,20240729
TXN00027030,2024-07-30,STR01226,CUS01437,PRD01833,SUP226,Online,3,₹385.00,28.34%,₹109.11,₹275.89,₹827.67,₹980.28,-₹152.61,-18.44%,Debit Card,No,,No,20240730
TXN00027031,2024-12-29,STR01439,CUS08750,PRD00363,SUP191,App,2,₹239.00,3.44%,₹8.22,₹230.78,₹461.56,₹406.48,₹55.08,11.93%,UPI,Yes,Christmas,No,20241229
TXN00027032,2025-09-11,STR01297,CUS07948,PRD01233,SUP162,In-Store,4,₹130.00,6.67%,₹8.67,₹121.33,₹485.32,₹407.76,₹77.56,15.98%,UPI,No,,No,20250911
TXN00027033,2024-09-12,STR01330,CUS14285,PRD00129,SUP069,In-Store,5,₹170.00,0.90%,₹1.53,₹168.47,₹842.35,₹618.05,₹224.30,26.63%,Cash,No,,No,20240912
TXN00027034,2024-08-16,STR01320,CUS10356,PRD00907,SUP291,In-Store,3,₹70.00,1.64%,₹1.15,₹68.85,₹206.55,₹174.99,₹31.56,15.28%,Cash,Yes,Independence Day Sale,No,20240816
TXN00027035,2024-05-27,STR01233,CUS17413,PRD00644,SUP060,In-Store,1,₹320.00,13.26%,₹42.43,₹277.57,₹277.57,₹209.50,₹68.07,24.52%,Cash,No,,No,20240527
TXN00027036,2025-10-07,STR01238,CUS11144,PRD00239,SUP261,Phone-Order,5,₹339.00,0.24%,₹0.81,₹338.19,"₹1,690.95","₹1,244.20",₹446.75,26.42%,Cash,No,,Yes,20251007
TXN00027037,2024-06-28,STR01412,CUS08461,PRD01204,SUP025,In-Store,4,₹239.00,9.37%,₹22.39,₹216.61,₹866.44,₹674.04,₹192.40,22.21%,Wallet,No,,No,20240628
TXN00027038,2025-05-14,STR01473,CUS18420,PRD00372,SUP049,App,3,₹70.00,12.80%,₹8.96,₹61.04,₹183.12,₹174.48,₹8.64,4.72%,Credit Card,No,,No,20250514
TXN00027039,2025-02-15,STR01097,CUS06104,PRD00520,SUP123,App,1,₹194.00,0.16%,₹0.31,₹193.69,₹193.69,₹152.01,₹41.68,21.52%,Credit Card,No,,No,20250215
TXN00027040,2024-12-08,STR01171,CUS05958,PRD00916,SUP080,In-Store,1,₹39.00,3.85%,₹1.50,₹37.50,₹37.50,₹25.49,₹12.01,32.03%,Cash,No,,No,20241208
TXN00027041,2025-05-06,STR01440,CUS02819,PRD01204,SUP090,In-Store,2,₹239.00,10.10%,₹24.14,₹214.86,₹429.72,₹337.02,₹92.70,21.57%,Cash,No,,No,20250506
TXN00027042,2025-10-09,STR01064,CUS11515,PRD01647,SUP283,In-Store,4,₹125.00,6.47%,₹8.09,₹116.91,₹467.64,₹438.44,₹29.20,6.24%,UPI,No,,No,20251009
TXN00027043,2025-01-12,STR01142,CUS19149,PRD01110,SUP292,In-Store,5,₹359.00,5.90%,₹21.18,₹337.82,"₹1,689.10","₹1,435.20",₹253.90,15.03%,Debit Card,No,,No,20250112
TXN00027044,2024-02-21,STR01167,CUS06030,PRD01722,SUP247,In-Store,4,₹79.00,19.62%,₹15.50,₹63.50,₹254.00,₹269.72,-₹15.72,-6.19%,UPI,No,,No,20240221
TXN00027045,2024-08-17,STR01007,CUS14206,PRD01853,SUP040,In-Store,2,₹184.00,5.48%,₹10.08,₹173.92,₹347.84,₹299.14,₹48.70,14.00%,UPI,Yes,Independence Day Sale,No,20240817
TXN00027046,2024-12-23,STR01050,CUS14842,PRD01001,SUP240,In-Store,3,₹380.00,8.85%,₹33.63,₹346.37,"₹1,039.11",₹853.89,₹185.22,17.82%,Credit Card,Yes,Christmas,No,20241223
TXN00027047,2024-08-03,STR01205,CUS17234,PRD00350,SUP278,Phone-Order,4,₹164.00,24.48%,₹40.15,₹123.85,₹495.40,₹551.92,-₹56.52,-11.41%,Wallet,No,,No,20240803
TXN00027048,2025-09-11,STR01297,CUS17337,PRD01926,SUP292,In-Store,2,₹119.00,8.72%,₹10.38,₹108.62,₹217.24,₹174.66,₹42.58,19.60%,Cash,No,,No,20250911
TXN00027049,2025-01-30,STR01043,CUS08462,PRD00768,SUP130,In-Store,2,₹239.00,7.46%,₹17.83,₹221.17,₹442.34,₹336.86,₹105.48,23.85%,UPI,No,,No,20250130
TXN00027050,2025-01-15,STR01264,CUS19611,PRD00073,SUP083,Online,3,₹125.00,7.71%,₹9.64,₹115.36,₹346.08,₹301.05,₹45.03,13.01%,Credit Card,No,,No,20250115
TXN00027051,2024-01-10,STR01493,CUS18341,PRD00263,SUP093,App,1,₹105.00,4.36%,₹4.58,₹100.42,₹100.42,₹79.09,₹21.33,21.24%,Debit Card,No,,No,20240110
TXN00027052,2025-05-04,STR01402,CUS02244,PRD00190,SUP240,In-Store,2,₹620.00,6.70%,₹41.54,₹578.46,"₹1,156.92",₹928.40,₹228.52,19.75%,UPI,No,,No,20250504
TXN00027053,2025-12-13,STR01233,CUS13590,PRD00138,SUP065,App,3,₹60.00,13.76%,₹8.26,₹51.74,₹155.22,₹133.86,₹21.36,13.76%,UPI,No,,No,20251213
TXN00027054,2025-05-31,STR01481,CUS18118,PRD00289,SUP276,App,2,₹50.00,2.60%,₹1.30,₹48.70,₹97.40,₹68.48,₹28.92,29.69%,Credit Card,No,,No,20250531
TXN00027055,2024-12-07,STR01470,CUS07761,PRD01040,SUP180,In-Store,2,₹200.00,1.51%,₹3.02,₹196.98,₹393.96,₹280.82,₹113.14,28.72%,Cash,No,,No,20241207
TXN00027056,2024-11-09,STR01118,CUS09904,PRD00405,SUP288,In-Store,5,₹40.00,6.71%,₹2.68,₹37.32,₹186.60,₹173.10,₹13.50,7.23%,Credit Card,No,,No,20241109
TXN00027057,2025-05-29,STR01448,CUS14347,PRD00257,SUP091,In-Store,2,₹119.00,3.79%,₹4.51,₹114.49,₹228.98,₹160.38,₹68.60,29.96%,UPI,No,,Yes,20250529
TXN00027058,2025-07-17,STR01275,CUS19391,PRD01004,SUP010,In-Store,5,₹190.00,20.35%,₹38.67,₹151.33,₹756.65,₹738.15,₹18.50,2.44%,UPI,No,,No,20250717
TXN00027059,2025-03-13,STR01200,CUS03123,PRD01646,SUP015,Online,4,₹825.00,1.40%,₹11.55,₹813.45,"₹3,253.80","₹2,536.24",₹717.56,22.05%,Credit Card,Yes,Holi,No,20250313
TXN00027060,2024-01-19,STR01004,CUS07688,PRD01862,SUP112,In-Store,3,₹90.00,1.70%,₹1.53,₹88.47,₹265.41,₹217.77,₹47.64,17.95%,Debit Card,No,,No,20240119
TXN00027061,2024-05-30,STR01013,CUS06704,PRD01883,SUP235,In-Store,1,₹164.00,18.45%,₹30.26,₹133.74,₹133.74,₹116.33,₹17.41,13.02%,Wallet,No,,No,20240530
TXN00027062,2024-08-26,STR01310,CUS02582,PRD01739,SUP134,In-Store,1,₹75.00,7.95%,₹5.96,₹69.04,₹69.04,₹56.11,₹12.93,18.73%,Wallet,No,,No,20240826
TXN00027063,2024-07-10,STR01039,CUS05389,PRD01168,SUP109,Phone-Order,1,₹65.00,9.39%,₹6.10,₹58.90,₹58.90,₹52.34,₹6.56,11.14%,Debit Card,No,,No,20240710
TXN00027064,2025-04-15,STR01230,CUS13350,PRD01369,SUP005,Online,5,₹454.00,9.17%,₹41.63,₹412.37,"₹2,061.85","₹1,945.70",₹116.15,5.63%,Wallet,No,,No,20250415
TXN00027065,2024-07-17,STR01221,CUS15600,PRD01884,SUP112,In-Store,1,₹114.00,8.23%,₹9.38,₹104.62,₹104.62,₹93.22,₹11.40,10.90%,UPI,No,,No,20240717
TXN00027066,2024-02-02,STR01348,CUS10313,PRD01326,SUP235,In-Store,2,₹84.00,6.86%,₹5.76,₹78.24,₹156.48,₹133.50,₹22.98,14.69%,Cash,No,,No,20240202
TXN00027067,2024-07-01,STR01151,CUS11736,PRD01631,SUP116,Phone-Order,3,₹150.00,2.45%,₹3.68,₹146.32,₹438.96,₹318.24,₹120.72,27.50%,Net Banking,No,,No,20240701
TXN00027068,2024-04-18,STR01402,CUS12584,PRD01408,SUP125,In-Store,3,"₹1,980.00",4.51%,₹89.30,"₹1,890.70","₹5,672.10","₹4,290.75","₹1,381.35",24.35%,Net Banking,No,,No,20240418
TXN00027069,2024-12-12,STR01162,CUS04442,PRD01144,SUP297,In-Store,4,₹430.00,3.26%,₹14.02,₹415.98,"₹1,663.92","₹1,329.68",₹334.24,20.09%,Debit Card,No,,No,20241212
TXN00027070,2024-04-06,STR01365,CUS09136,PRD01332,SUP297,Phone-Order,1,"₹1,135.00",2.65%,₹30.08,"₹1,104.92","₹1,104.92",₹980.23,₹124.69,11.28%,Cash,Yes,Eid,No,20240406
TXN00027071,2025-06-14,STR01477,CUS11271,PRD01485,SUP218,In-Store,1,₹319.00,28.80%,₹91.87,₹227.13,₹227.13,₹270.70,-₹43.57,-19.18%,Cash,No,,No,20250614
TXN00027072,2025-06-23,STR01254,CUS11698,PRD00901,SUP222,In-Store,3,₹39.00,6.00%,₹2.34,₹36.66,₹109.98,₹90.42,₹19.56,17.79%,Cash,No,,No,20250623
TXN00027073,2025-12-25,STR01047,CUS09773,PRD00201,SUP004,In-Store,1,₹645.00,14.71%,₹94.88,₹550.12,₹550.12,₹484.99,₹65.13,11.84%,Cash,Yes,Christmas,No,20251225
TXN00027074,2024-08-17,STR01295,CUS09323,PRD01592,SUP015,Online,1,₹349.00,8.22%,₹28.69,₹320.31,₹320.31,₹303.60,₹16.71,5.22%,Credit Card,Yes,Independence Day Sale,No,20240817
TXN00027075,2024-12-28,STR01392,CUS09521,PRD01508,SUP138,App,2,₹240.00,6.34%,₹15.22,₹224.78,₹449.56,₹365.56,₹84.00,18.68%,Cash,Yes,Christmas,No,20241228
TXN00027076,2024-05-31,STR01023,CUS00058,PRD01717,SUP164,App,4,₹675.00,9.83%,₹66.35,₹608.65,"₹2,434.60","₹1,831.76",₹602.84,24.76%,UPI,No,,No,20240531
TXN00027077,2025-08-15,STR01323,CUS19557,PRD00577,SUP037,Phone-Order,2,₹179.00,9.61%,₹17.20,₹161.80,₹323.60,₹302.20,₹21.40,6.61%,UPI,Yes,Independence Day Sale,No,20250815
TXN00027078,2025-08-27,STR01066,CUS01150,PRD00192,SUP060,In-Store,1,₹125.00,7.94%,₹9.92,₹115.08,₹115.08,₹91.68,₹23.40,20.33%,Credit Card,No,,No,20250827
TXN00027079,2025-08-01,STR01414,CUS12624,PRD01313,SUP118,Online,1,"₹1,525.00",14.19%,₹216.40,"₹1,308.60","₹1,308.60","₹1,101.01",₹207.59,15.86%,Cash,No,,No,20250801
TXN00027080,2024-10-28,STR01484,CUS02014,PRD00478,SUP185,In-Store,2,₹29.00,6.41%,₹1.86,₹27.14,₹54.28,₹39.86,₹14.42,26.57%,UPI,Yes,Diwali,No,20241028
TXN00027081,2025-03-28,STR01008,CUS18517,PRD00281,SUP210,In-Store,3,₹125.00,9.45%,₹11.81,₹113.19,₹339.57,₹276.27,₹63.30,18.64%,Cash,No,,No,20250328
TXN00027082,2024-04-22,STR01178,CUS09878,PRD00758,SUP016,In-Store,2,₹45.00,9.12%,₹4.10,₹40.90,₹81.80,₹77.24,₹4.56,5.57%,Wallet,No,,No,20240422
TXN00027083,2024-12-15,STR01472,CUS07165,PRD01203,SUP147,App,2,₹25.00,2.71%,₹0.68,₹24.32,₹48.64,₹34.42,₹14.22,29.24%,Credit Card,No,,No,20241215
TXN00027084,2025-08-25,STR01217,CUS02981,PRD01781,SUP118,In-Store,4,₹65.00,1.41%,₹0.92,₹64.08,₹256.32,₹220.84,₹35.48,13.84%,UPI,No,,Yes,20250825
TXN00027085,2025-11-19,STR01322,CUS08959,PRD00436,SUP023,Phone-Order,1,₹360.00,7.89%,₹28.40,₹331.60,₹331.60,₹270.90,₹60.70,18.31%,Credit Card,No,,No,20251119
TXN00027086,2024-12-11,STR01248,CUS16609,PRD00382,SUP124,Online,1,₹45.00,2.35%,₹1.06,₹43.94,₹43.94,₹39.51,₹4.43,10.08%,Credit Card,No,,No,20241211
TXN00027087,2025-09-24,STR01333,CUS16598,PRD00575,SUP131,In-Store,5,₹215.00,7.37%,₹15.85,₹199.15,₹995.75,₹777.75,₹218.00,21.89%,Wallet,No,,No,20250924
TXN00027088,2024-07-13,STR01326,CUS19369,PRD01421,SUP291,App,2,₹130.00,21.71%,₹28.22,₹101.78,₹203.56,₹198.84,₹4.72,2.32%,Net Banking,No,,No,20240713
TXN00027089,2024-08-12,STR01256,CUS00519,PRD00525,SUP081,App,3,₹39.00,2.67%,₹1.04,₹37.96,₹113.88,₹85.56,₹28.32,24.87%,Wallet,Yes,Independence Day Sale,No,20240812
TXN00027090,2024-02-27,STR01026,CUS17216,PRD00036,SUP229,In-Store,4,₹55.00,7.96%,₹4.38,₹50.62,₹202.48,₹149.84,₹52.64,26.00%,Debit Card,No,,No,20240227
TXN00027091,2025-02-10,STR01440,CUS00187,PRD00611,SUP148,Online,1,₹140.00,17.50%,₹24.50,₹115.50,₹115.50,₹101.99,₹13.51,11.70%,UPI,No,,No,20250210
TXN00027092,2024-05-11,STR01449,CUS07051,PRD00705,SUP203,In-Store,2,₹24.00,36.08%,₹8.66,₹15.34,₹30.68,₹39.96,-₹9.28,-30.25%,UPI,No,,No,20240511
TXN00027093,2024-12-17,STR01425,CUS07278,PRD00193,SUP261,In-Store,5,₹249.00,4.12%,₹10.26,₹238.74,"₹1,193.70",₹836.20,₹357.50,29.95%,Cash,No,,No,20241217
TXN00027094,2024-06-18,STR01031,CUS16513,PRD01820,SUP187,In-Store,2,₹605.00,8.47%,₹51.24,₹553.76,"₹1,107.52",₹986.44,₹121.08,10.93%,Debit Card,No,,No,20240618
TXN00027095,2025-12-09,STR01028,CUS05396,PRD01447,SUP014,Online,4,₹50.00,7.17%,₹3.59,₹46.41,₹185.64,₹156.20,₹29.44,15.86%,Wallet,No,,No,20251209
TXN00027096,2024-02-20,STR01004,CUS08049,PRD01465,SUP200,In-Store,3,"₹1,085.00",2.81%,₹30.49,"₹1,054.51","₹3,163.53","₹2,198.52",₹965.01,30.50%,UPI,No,,Yes,20240220
TXN00027097,2024-03-11,STR01101,CUS15676,PRD00100,SUP073,App,5,₹144.00,24.21%,₹34.86,₹109.14,₹545.70,₹617.35,-₹71.65,-13.13%,UPI,Yes,Holi,No,20240311
TXN00027098,2024-05-24,STR01097,CUS19883,PRD01874,SUP089,In-Store,3,₹115.00,9.34%,₹10.74,₹104.26,₹312.78,₹267.00,₹45.78,14.64%,Credit Card,No,,No,20240524
TXN00027099,2024-12-29,STR01003,CUS09685,PRD00569,SUP166,In-Store,2,₹30.00,38.67%,₹11.60,₹18.40,₹36.80,₹50.42,-₹13.62,-37.01%,Wallet,Yes,Christmas,No,20241229
TXN00027100,2025-11-12,STR01281,CUS00132,PRD01845,SUP025,In-Store,4,₹409.00,15.91%,₹65.07,₹343.93,"₹1,375.72","₹1,375.24",₹0.48,0.03%,Credit Card,No,,No,20251112
TXN00027101,2024-05-14,STR01001,CUS11663,PRD00784,SUP081,App,2,₹175.00,12.31%,₹21.54,₹153.46,₹306.92,₹242.04,₹64.88,21.14%,Debit Card,No,,No,20240514
TXN00027102,2024-11-11,STR01206,CUS09522,PRD00322,SUP225,In-Store,4,₹55.00,2.97%,₹1.63,₹53.37,₹213.48,₹157.28,₹56.20,26.33%,Credit Card,No,,No,20241111
TXN00027103,2024-11-24,STR01211,CUS12634,PRD01633,SUP243,Online,2,₹75.00,11.14%,₹8.36,₹66.64,₹133.28,₹114.48,₹18.80,14.11%,Cash,No,,No,20241124
TXN00027104,2025-09-02,STR01061,CUS19014,PRD01466,SUP203,In-Store,1,₹235.00,4.37%,₹10.27,₹224.73,₹224.73,₹185.03,₹39.70,17.67%,UPI,No,,No,20250902
TXN00027105,2024-11-20,STR01002,CUS00527,PRD00994,SUP061,App,4,₹170.00,5.00%,₹8.50,₹161.50,₹646.00,₹551.72,₹94.28,14.59%,Credit Card,No,,No,20241120
TXN00027106,2024-05-11,STR01153,CUS17506,PRD00061,SUP171,Online,1,₹199.00,29.68%,₹59.06,₹139.94,₹139.94,₹161.94,-₹22.00,-15.72%,UPI,No,,No,20240511
TXN00027107,2024-05-29,STR01334,CUS04328,PRD01439,SUP197,In-Store,3,₹115.00,7.72%,₹8.88,₹106.12,₹318.36,₹225.90,₹92.46,29.04%,Wallet,No,,No,20240529
TXN00027108,2025-11-26,STR01132,CUS07836,PRD01070,SUP296,Online,4,₹84.00,6.94%,₹5.83,₹78.17,₹312.68,₹277.88,₹34.80,11.13%,UPI,No,,No,20251126
TXN00027109,2024-07-14,STR01088,CUS17837,PRD01481,SUP132,In-Store,5,₹170.00,5.67%,₹9.64,₹160.36,₹801.80,₹689.35,₹112.45,14.02%,UPI,No,,Yes,20240714
TXN00027110,2025-11-15,STR01166,CUS12859,PRD00771,SUP075,Online,4,₹145.00,9.74%,₹14.12,₹130.88,₹523.52,₹389.12,₹134.40,25.67%,Credit Card,No,,No,20251115
TXN00027111,2024-07-03,STR01275,CUS00964,PRD01272,SUP184,App,5,₹45.00,3.94%,₹1.77,₹43.23,₹216.15,₹177.65,₹38.50,17.81%,UPI,No,,No,20240703
TXN00027112,2025-06-01,STR01132,CUS13614,PRD00217,SUP130,Online,1,₹169.00,9.06%,₹15.31,₹153.69,₹153.69,₹142.35,₹11.34,7.38%,UPI,No,,No,20250601
TXN00027113,2025-08-28,STR01462,CUS14933,PRD00699,SUP070,Online,5,₹295.00,0.66%,₹1.95,₹293.05,"₹1,465.25","₹1,019.00",₹446.25,30.46%,UPI,No,,No,20250828
TXN00027114,2025-01-27,STR01282,CUS04815,PRD00960,SUP097,In-Store,3,₹75.00,6.55%,₹4.91,₹70.09,₹210.27,₹155.28,₹54.99,26.15%,UPI,Yes,Republic Day Sale,No,20250127
TXN00027115,2024-01-23,STR01041,CUS03593,PRD01329,SUP024,Online,4,₹155.00,0.14%,₹0.22,₹154.78,₹619.12,₹439.80,₹179.32,28.96%,UPI,Yes,Republic Day Sale,No,20240123
TXN00027116,2025-09-24,STR01323,CUS15362,PRD01149,SUP284,App,3,₹70.00,1.80%,₹1.26,₹68.74,₹206.22,₹182.37,₹23.85,11.57%,UPI,No,,No,20250924
TXN00027117,2025-07-31,STR01373,CUS07407,PRD01388,SUP200,In-Store,3,₹149.00,0.02%,₹0.03,₹148.97,₹446.91,₹313.26,₹133.65,29.91%,Debit Card,No,,No,20250731
TXN00027118,2025-08-30,STR01357,CUS09456,PRD01410,SUP002,In-Store,1,₹194.00,6.06%,₹11.76,₹182.24,₹182.24,₹167.61,₹14.63,8.03%,Credit Card,No,,No,20250830
TXN00027119,2025-07-04,STR01215,CUS00942,PRD01460,SUP009,In-Store,3,₹345.00,4.97%,₹17.15,₹327.85,₹983.55,₹895.38,₹88.17,8.96%,Cash,No,,No,20250704
TXN00027120,2025-05-02,STR01005,CUS13545,PRD01402,SUP296,In-Store,4,₹25.00,8.44%,₹2.11,₹22.89,₹91.56,₹84.96,₹6.60,7.21%,Cash,No,,Yes,20250502
TXN00027121,2024-10-26,STR01337,CUS00007,PRD01522,SUP128,In-Store,5,₹135.00,2.69%,₹3.63,₹131.37,₹656.85,₹463.75,₹193.10,29.40%,UPI,Yes,Diwali,No,20241026
TXN00027122,2024-06-03,STR01241,CUS11918,PRD01860,SUP125,Online,2,₹300.00,9.60%,₹28.80,₹271.20,₹542.40,₹456.18,₹86.22,15.90%,Credit Card,No,,No,20240603
TXN00027123,2025-04-07,STR01292,CUS02265,PRD01926,SUP109,Online,1,₹119.00,21.78%,₹25.92,₹93.08,₹93.08,₹87.33,₹5.75,6.18%,Net Banking,Yes,Eid,No,20250407
TXN00027124,2024-10-27,STR01395,CUS15582,PRD00263,SUP013,Online,4,₹105.00,1.42%,₹1.49,₹103.51,₹414.04,₹316.36,₹97.68,23.59%,UPI,Yes,Diwali,No,20241027
TXN00027125,2024-03-15,STR01071,CUS06411,PRD01562,SUP046,Phone-Order,2,₹35.00,2.38%,₹0.83,₹34.17,₹68.34,₹59.16,₹9.18,13.43%,Debit Card,Yes,Holi,Yes,20240315
TXN00027126,2024-11-07,STR01270,CUS01351,PRD01259,SUP163,In-Store,1,₹190.00,1.98%,₹3.76,₹186.24,₹186.24,₹123.66,₹62.58,33.60%,UPI,No,,No,20241107
TXN00027127,2024-04-28,STR01209,CUS11140,PRD00406,SUP103,In-Store,2,₹45.00,5.43%,₹2.44,₹42.56,₹85.12,₹78.50,₹6.62,7.78%,Cash,No,,No,20240428
TXN00027128,2024-01-28,STR01454,CUS17062,PRD00669,SUP002,Online,3,₹399.00,8.56%,₹34.15,₹364.85,"₹1,094.55",₹884.61,₹209.94,19.18%,Cash,Yes,Republic Day Sale,No,20240128
TXN00027129,2025-07-04,STR01041,CUS07292,PRD00518,SUP138,In-Store,5,₹515.00,1.23%,₹6.33,₹508.67,"₹2,543.35","₹1,785.25",₹758.10,29.81%,Credit Card,No,,No,20250704
TXN00027130,2024-12-18,STR01336,CUS00822,PRD00459,SUP139,Online,1,₹210.00,3.34%,₹7.01,₹202.99,₹202.99,₹179.27,₹23.72,11.69%,Credit Card,No,,No,20241218
TXN00027131,2024-10-26,STR01096,CUS16171,PRD01967,SUP245,App,5,₹300.00,5.70%,₹17.10,₹282.90,"₹1,414.50","₹1,119.45",₹295.05,20.86%,Cash,Yes,Diwali,No,20241026
TXN00027132,2025-03-24,STR01217,CUS03375,PRD00638,SUP001,In-Store,3,₹40.00,2.25%,₹0.90,₹39.10,₹117.30,₹78.18,₹39.12,33.35%,UPI,No,,No,20250324
TXN00027133,2024-09-02,STR01215,CUS15129,PRD01757,SUP258,App,3,₹50.00,1.75%,₹0.88,₹49.12,₹147.36,₹112.89,₹34.47,23.39%,Net Banking,No,,No,20240902
TXN00027134,2025-02-09,STR01456,CUS19340,PRD00659,SUP172,In-Store,2,₹104.00,14.23%,₹14.80,₹89.20,₹178.40,₹139.36,₹39.04,21.88%,Cash,No,,No,20250209
